"","RNA.g0","RNA.g1","RNA.g2","RNA.g3","RNA.g4","RNA.g5","RNA.g6","RNA.g7","RNA.g8","RNA.g9","RNA.g10","RNA.g11","RNA.g12"
"RP11-98J9.2",0.000307559820385065,0,0.000214311223444482,0.000241317362058091,0.00919029955822594,0,0.00274156193492828,0,0.00094798914438671,0,0.00111559717526333,0,0
"RP11-21L19.1",0.00570716378454785,0.000876702790185971,0.0285906928705784,0.051102327044664,0.00654717664555772,0.0301664440294642,0.029838408409391,0.0315504838395657,0.0209914619877075,0.0151808993676517,0.0552960773112615,0.0460834267038331,0.0507426182176148
"RP1-239B22.5",0.00266739110767544,0.00215808614410289,0.0228175240534658,0.0921686604778814,0.000323990117135063,0.023161020652484,0.0188703938240277,0.0119029584995565,0.0910938509494787,0.0409304571121647,0.0827296027915386,0.0793626531051707,0
"RP11-113D6.6",0.000802152953695032,0.0010396408372473,0.00187287493655822,0.00198278039787206,0.0043637043959134,0,0,0.00177870839801162,0.00114374115673634,0,0,0,0
"RP11-1081L13.4",0.00723970853534808,0.00200181785918156,0.0730034571374671,0.0663175051764796,0.0609972304764675,0.0340881361199159,0.0208685411372183,0.0146520381095552,0.0510214609442063,0.0163693866697944,0.0170596052003692,0,0
"RP11-428C19.4",0.00921994694024935,0.007497368602578,0.00882498201772311,0.058668587219839,0.00507916898383506,0.00970423927375602,0.00518850191690516,0,0.0856004429606348,0.00845867072184224,0.0923059429384877,0.049231170162043,0
"RP11-359E10.1",0.00120597815081781,0.00282651062963102,0.0162647331442388,0.00947399063429585,0,0.000360107078560024,0.00753378038657576,0.00173070482595784,0.0205617323714896,0,0.00175174540091147,0,0
"NAV2-AS3",0.00531025529144673,0.00668997403720645,0.0402964203320973,0.00661189438641529,0,0.0265211290700428,0.01356081810131,0.00491720906812829,0.0174872848632958,0.0233557500170771,0.00842576043222553,0,0
"NAV2-AS2",0.000136754033074729,0.00150684224676586,0.00769081842588349,0.0027811522732461,0.000330268234943179,0.00186843224015012,0.00117217353794795,0,0,0.00718581806945812,0.00394686722983643,0,0
"CTD-2140G10.2",0.00564008812608669,0.00447909629373136,0.0112751801261267,0.116672687834713,0.00792497455619636,0.0144656009289229,0.00703393989549684,0.00473515393407008,0.00620587036188189,0,0.15916156651876,0,0
"LINC01495",0.00269683854184811,0.00188720109154509,0.00518300758435007,0.0132796824249379,0.00755772877892995,0.00804316143281456,0.00581014537713119,0.00123537547075527,0.0065360689544815,0.00664329010588499,0.00262679894174032,0,0
"RP11-17A1.3",0.168259130166754,0.176466752671618,0.0676368806572422,0.236661651261945,0.0631808293142782,0.0404086153626838,0.223613634194803,0.0446425323457077,0.112958773405911,0.108452508965286,0.518533837778612,0.105575745246798,0.0895286641447357
"RP11-266A24.1",0.0340087474361482,0.0317415424472061,0.0126674369368292,0.0443371322698565,0.00720617709580042,0.00435116395889244,0.0291569415686213,0.0144834755651483,0.0344514230851418,0.0335611322910833,0.0511156680346219,0,0.0249659838470085
"RP11-945A11.1",0.0128522385552067,0.0182652357744106,0.00205261370754396,0.030442934343105,0.00111212531853176,0.00402835275536412,0.00599819431464948,0,0.0337046631255271,0.00376264342256066,0.0619261029565623,0,0
"RP11-405K6.1",0.00372411629245947,0.00124127701256579,0.00104837486526326,0.00474979779030171,0.00127251504310665,0.000551611167963835,0,0.00234714676145384,0.00169889092927739,0,0.00577184028104896,0.0866971840754612,0
"CTD-2507G9.1",0.00030564951303796,0.000194180601552086,0,0.0039339591500901,0.000316250123614267,0.000338144384000009,0.0009945000171054,0.138489094551411,0,0,0,0,0
"BBOX1-AS1",0.00904962584441616,0.0100990576165548,0.0950296234709008,0.246927928104615,0.00415179507706295,0.0199335286710631,0.00779905747248476,0.00390557748934832,0.134358735223241,0.0772660221412045,0.109291242224108,0.0347448969002854,0
"RP11-159H22.2",0.0123042649109962,0.0180207165691647,0.0632479623280369,0.0165718976134822,0.00754634284276757,0.0383029447336092,0.00993002688847586,0.000949097076496275,0.00774134922318347,0.062388637908988,0.00639514677494246,0.0347661944951604,0
"BDNF-AS",1.13477698210151,1.06531713333149,0.967428659024461,0.370397423505848,0.44814903386284,0.680386376230118,0.722103040750326,0.768754933465465,0.294501233951281,1.21380841321445,0.377787295301364,0.326273823577723,0.787484482054249
"RP11-406D1.2",0.00307331906600399,0.00202466090945356,0.0014725664827848,0.00230783679691957,0.00529629642938315,0.000753604388051458,0.0107254278384795,0.000695701054474088,0.000934076260227668,0.0108907909235418,0,0,0
"RP11-115J23.1",0.0123144794864983,0.0226009060318049,0.0379191525341852,0.0530850151840401,0.490935334855631,0.0242201677066339,0.0143580673837591,0.0209395825898781,0.0214671005407618,0.126038598905728,0.0182139547838241,0.030229380539534,0
"RP11-466I1.1",0.00301440112672545,0.00569428644941986,0.00286981987134479,0.0108604881396263,0.000787777737997793,0.00601060670902957,0.00151421958182706,0.00468990838528443,0,0.232133217934331,0.0072267208556055,0,0
"RP11-460B17.3",0.00783029078295465,0.0126229697101525,0.00940156444405361,0.0499582369239564,0.0129075690520863,0.0176733591494647,0.000590639125872994,0.00273176388949859,0.0126334243484473,0.0800388230766155,0.0932797913884208,0,0
"CTD-3138F19.1",0.0130905769147634,0.0136419810585041,0.00492904323983684,0.0128239882946441,0.00594764936539887,0.0101708986405054,0.00345938467427034,0,0.00417197002971902,0.00867304205038068,0.0260871925550058,0,0
"LINC01616",0.00022659122326994,0.000743986610886413,0.00116612001100155,0.0288456971985282,0,0.00163456160209841,0,0.0017213647530599,0.0120092049309351,0.00159360873654556,0.028730758091886,0,0
"RP11-624D11.2",0.012744921980321,0.0135563807131251,0.0182174944032594,0.0398020032586042,0.0137802399375765,0.0157384813746574,0.000906633766740539,0,0.0162749093977152,0.0262826580146439,0.00747041607826667,0,0
"RP5-1024C24.1",0.000940962130683094,0.00133403022262894,0.01538033614668,0.0394991997443433,0.000511253246330301,0.0627120643043411,0.00147395579075959,0.00910014595432947,0.00146670018565491,0.0282533511459915,0.00825691681531786,0,0
"Z83001.1",0.0502964503049699,0.0367925353296939,0.11090750156408,0.0486211402352633,0.0963260349766026,0.0885160282522774,0.0588543276053503,0.0630446604563935,0.0270369982471483,0.110818426495705,0.0296736516351606,0.75725565941629,0.0340852540373983
"RP1-17K7.2",0.000138043007354158,0,0.00387247501489234,0.000223917787419976,0,0.00108875889107729,0,0.00098341471090066,0,0,0,0.0260677344010677,0
"RP1-65P5.3",0.0601918559556141,0.0631998824761533,0.0679563678139344,0.0569261134826132,0.0146783396183234,0.0945853672396833,0.0238857550102729,0.0438533158509003,0.0618757596051781,0.0659554180002416,0.0429826512761665,0,0.0500432874436387
"CSTF3-AS1",0.0971837903177745,0.0624899482298651,0.0266905998314345,0.00731638546499699,0.0372170345433638,0.0576698204676116,0.013804473900211,0.0119475058986563,0.011815104116701,0.0155348953405709,0.0208057514130231,0,0.0545746722050951
"RP4-541C22.5",0.00128827358731852,0.000374101854860439,0.00235070356835764,0.00649906485703116,0,0.0067012135477716,0.0284266821538413,0.00344451140411333,0.00568937810677314,0.0035761566313775,0.00046122202065795,0,0
"RP4-594L9.2",0.00126593771542465,0.00128276538989858,0.00069591953713313,0.000887234513984051,0.00198784398362218,0.00276629921307196,0.00192891956767904,0.00629569083781608,0.0036662809554639,0.00204700245149014,0.000595539764487845,0,0
"RP1-68D18.4",0,0.00241317548539701,0.0228254247341737,0.00043885906450067,0.00140086353750484,0,0.000850838918665415,0.00292454920663632,0,0,0,0.0548209547617481,0.04333337666671
"RP11-277K23.1",0.00242798531326419,0.00523825785398864,0.00699697103027079,0.0177242902512935,0.00310808801140672,0.00503035830093029,0.00164071870041953,0.00877995317402109,0.00414473384998469,0.0105561448879246,0,0,0
"RP11-63C8.1",0.000265978512872642,0,0.00612081589000622,0.0267323662634934,0.00336582199707879,0.165576790314679,0,0,0.0460220174698821,0,0,0,0
"RP11-124G5.3",0.00408001382800866,0.00430443742836761,0.00711142702726775,0.00489919122029234,0.00198415023077445,0.00610888816028681,0.00754327589160041,0.0046174986874253,0.0017667070418116,0.0037965072133637,0.00135308872155991,0,0
"LINC01499",0.0095306876231948,0.00418613107652,0.00537612441923023,0.00972446052454968,0.0080868723737244,0.00658359462158685,0.00173986450631171,0,0.00775698671393355,0.00803215936211299,0,0,0
"RP11-148I19.1",0.00422326916896934,0.00451031653708749,0.0771477586298338,0.0203222947369502,0.00406059184322429,0.0287273934215538,0.00523069470569634,0.00637786107921934,0.00508517384294155,0.0069969837856924,0.00710523298563221,0,0.0824695477814917
"CTD-2572N17.1",0.00144636238654033,0.00188647973165423,0.0777086310720113,0.0127557071558484,0.00412872614038338,0.0269372251707252,0,0.00527964907248014,0.000549231400086405,0,0.00135282041104547,0,0
"RP11-484D2.2",0.0240453367180623,0.0157604375159979,0.01478313163785,0.016759278492706,0.0111501205771904,0.0172523981828798,0.0111865851784642,0.012382149152815,0.00740053843504616,0.0568098011864158,0.00479743801883853,0.0837561399469333,0
"RP11-472I20.3",0.151156292910934,0.131839941192072,0.12873538541276,0.313181738208348,0.0880972268113369,0.103217085920621,0.0560489875136283,0.0659753697487821,0.0813903962346732,0.610554075427521,0.444687318739308,0.132322413592171,0.0844445716981516
"RP11-613D13.5",0.0369054188233021,0.0297117535096883,0.0159392664648146,0.0224382331937883,0.0180917620325272,0.0445264171824978,0.0276402719270221,0.0178672912265033,0.0118895554950306,0.0554682000430744,0.0223299421415489,0,0
"ALKBH3-AS1",0.00277184632384225,0.00188802343941168,0.00302454784976632,0.00159068901293485,0.00718358123359307,0.00122641388254481,0.00312372992460642,0,0.000429439522160926,0.00395881878348666,0,0,0
"RP11-430H10.1",0.0287082034094157,0.0196005305212377,0.0823152507232229,0.0381100888330573,0.000671104444071828,0.0341350873911053,0.00657384342138292,0.00659557791261868,0.0138744772015181,0.0519527973887495,0.041519426997418,0.0594874505477174,0.0507426182176148
"RP11-430H10.4",0.00163390585595267,0.00416478789392208,0.0295303080052457,0.150361157991594,0.00180729637799779,0.00330385460395743,0.0034514523815718,0,0.302341939787091,0.0563826796530213,0.0488990175706619,0.0903106370515479,0
"RP11-618K13.2",0.00343984739406375,0.0120168820632217,0.00118208490123337,0.00148983305865398,0,0.00107955856005276,0,0.000858813912716681,0.00250326926966618,0.010428095343574,0,0,0
"RP11-702F3.1",0.000872473874157216,0.00233809192364017,0.000303660647323119,0.000598577090953522,0.00113154883681047,0.00146203059326172,0.00143938620417266,0.00351891941325737,0.00141052696017758,0,0,0,0
"RP11-702F3.3",0.0340951905173271,0.0296801264340906,0.0246403774081939,0.00487296497728536,0.00819434594852796,0.012673459729141,0.00438705542227128,0.00123222712607544,0.0137773320426277,0.0224443727514011,0.00200045361258967,0,0.0109340882227842
"LRP4-AS1",0.119154645667315,0.00857567665620392,0.120464956304603,0.00993213258217055,0.0107594808990539,0.321903198024875,0.00209984693141783,0.010498240710427,0.00223870487579623,0.0226918334739933,0.00661096206016441,0,0.108350520080287
"RP11-390K5.3",0.0094818934853361,0.00789447556978449,0.0117745010062529,0.00984805541312343,0.00808050529880131,0.0103993903741672,0.00766721815164223,0.0127229804598355,0.00145148021951981,0.033940841636385,0.00437831298163852,0.0886247392923151,0
"RP11-750H9.5",0.00206915263526029,0.00152516531352705,0.0510018934907014,0.0188820509720861,0.126335612062867,0.00339000478369789,0.00151095444947036,0,0.00959715551169206,0.0315009337040668,0.0156865359285084,0.0188810343785874,0
"RP11-655C2.3",0.00127471522772932,0.00295815544958846,0.0022461025503501,0.00398962849691136,0.00490693356549823,0,0,0,0.00673622099246182,0.00154089449233459,0.00800427118688748,0,0
"RP11-142C4.6",0.00421720977721183,0.0121653648628824,0.00432362638280466,0.0325548785984732,0.398393607505087,0.00444582441992882,0.00657609608847195,0,0.0140683357033004,0.00298115996337943,0.00545091875045444,0,0
"AP001258.4",0.0124459542835908,0.0106571989714341,0.0137026193499689,0.0140319698348727,0.0421642674329057,0.0334564010430727,0.0619934855332284,0.0220602910290386,0.0313528779664425,0.0198432723630634,0.0135364067405075,0,0
"AP000442.1",0.032987529478363,0.0238014050142143,0.0257695377471789,0.0154239911992631,0.0413801904390553,0.0198007548211096,0.0269952021719713,0.0225635504819608,0.00971621334253029,0.0255590210883781,0.00766316316271063,0,0.0363750118218788
"RP11-804A23.4",0.0022223887196275,0.00248908955731363,0.000458059354470113,0.00265842928848546,0.00242181486520489,0.000453386063946114,0.00289482353057894,0.0467604794080403,0.000382105378473276,0.00209655253384098,0,0.0214931737680113,0
"RP11-881M11.2",0.00250580615848267,0.000724210815372832,0.000867624932603782,0.00220232294106588,0.000368218311629196,0.00146371821466466,0.00180774096373563,0,0,0.0178802806048007,0.000426224684171771,0,0
"DKFZP434K028",0.00451844041848566,0.00286015802853149,0.000557464313364516,0.00028894437377511,0,0.000465497987419451,0,0,0,0,0.00186000833283733,0,0
"RP11-810P12.5",0.00613249549908571,0.00765422662517166,0.00738712184020655,0.000682558941408517,0.000649600956628353,0.00423469755743244,0,0,0.00360380160884525,0.00977221933941752,0,0,0
"RP11-703H8.9",0.00411131656309045,0.00204920421900256,0.00394133401333817,0.00230878023634887,0.000860803287855374,0.00457282393427671,0.00107624716059093,0,0.0036033098866792,0.0115140754648875,0.00135768200236372,0,0
"RP11-727F15.11",0.0141399695232755,0.0139843678650102,0.0247694670664824,0.0153859881524367,0.0196501379199393,0.0273581794743653,0.00662540806148727,0.00413820421688623,0.00941187551141713,0.042100631080257,0.00495326017838358,0.101006419141659,0
"RP11-727F15.9",0.0179788369332652,0.0143877299109597,0.0431472920452872,0.0134127714693705,0.035048111287272,0.0218287266069675,0.019410026867919,0.0310812022223509,0.00279846553308685,0.0220489748729718,0.0030498931800541,0,0.0604557788789824
"RP11-697H9.2",0.0066930065808299,0.00986624720652446,0.00398990121993373,0.00467899941223955,0.0148480051250627,0.0103418641803441,0.00656333406814373,0.0135286795451075,0.00274818973060177,0.0104526922956673,0.00154842984621245,0.0243921476798189,0.0435166690600835
"RP11-21A7A.2",0.380735438595659,0.207297339922893,0.125240055247388,0.103899021760582,0.0586408525424948,0.352909898797604,0.0113886199236447,0.0349045987518419,0.0507287385033881,0.0330428783663774,0.146057916421915,0.213033302411669,0.187048710685788
"RP11-783K16.14",0.0179098991522284,0.0169213294385431,0.182664332428708,0.0364308066247028,0.0960556244172172,0.0680972976275794,0.0318560608022729,0.0363553580384718,0.0153946100977226,0.0522784299181287,0.0328163471095594,0,0.0355123860773446
"AP003774.1",0.00131666777492536,0.000557301091557643,0.00294029801480153,0.000999306811908739,0.00723223703551066,0.000316561283415418,0.0010309748134915,0,0.000446058800630852,0.00857268012740123,0.00210248875799261,0,0
"AP003774.6",0,0.000604234190195106,0.000611811924334236,0.0183903119117628,0.0198760313429967,0.00472249461389323,0,0.00540186364446636,0.00408344953949965,0,0,0,0
"AP003774.4",0.000163857123273876,0,0.0014517700206429,0.00127005468938036,0.0251649989710598,0,0,0,0.00208995369707584,0.00475058254018399,0.00329041561182981,0,0
"AP001092.4",0.00282988605634572,0.00490740578781025,0.00393041788957282,0.00406806533570384,0.00179346958459744,0.0033535164553452,0.00115482829089108,0.00347672463688326,0.00623773195342592,0,0.00221076972980017,0,0
"AP001462.6",0.0418238317301554,0.0373923599384405,0.0493063954236559,0.0458141343718101,0.0339134628998465,0.031046580740224,0.00821916969166853,0.0227064248243042,0.066321036006393,0.0151017854551271,0.0358734888875066,0.0358293734100125,0.0212599948550812
"AP003068.23",0.00157328974752541,0.000445120439774104,0.0563526744820479,0.0139421684406943,0.0210925964875411,0.00209449201444148,0.0304517559959007,0.0149391420180862,0.0142901755891442,0.012190177445708,0.0180604573521298,0,0
"RP11-867O8.5",0.00261083748469082,0.00186644914685045,0.00295198162889087,0.000881559099752231,0.0010533313463298,0.00068202002874578,0.00244989595291888,0.00219059154076789,0.00279545975881,0.00263768449284185,0,0,0
"NEAT1",20.6883515974836,41.7797341272078,80.3719119697605,3.51320280116779,53.8964226336488,2.03510714607327,36.9541771770405,44.5796728218673,0.407560619524238,34.2982228757401,5.60518894977798,4.46028928026522,21.2678014622866
"MALAT1",249.11156435092,261.400500023732,371.498546859781,229.482501014167,243.652473143881,183.614382700595,359.479696122,598.257809764307,164.697545362177,378.653403939283,330.560024782888,359.217901135279,282.776428911961
"AP000769.7",0.000246514542810602,0.000419003926604087,0.00528216872119646,0.000578364898407461,0,0,0,0,0,0.0119209829730542,0,0,0
"RP11-770G2.2",0.017240727330139,0.0324274781364112,0.107698450863287,0.127893292894727,0.0494939013404622,0.0526288153809203,0.0149564661648325,0.00727106795495395,0.0980302788555516,0.117419980953251,0.0992333540123285,0.0804209021971875,0
"RP11-755F10.1",0.00304942537249179,0.00475512582446734,0.00473605306372877,0.00159796741931532,0.00326721175018519,0.00103926508631628,0.000952496884858938,0.0064889518013744,0,0.00334985930590915,0,0,0
"RP11-755F10.3",0.0157308632174435,0.0119392764850219,0.0142336451135597,0.00854068322507367,0.00617830880298219,0.0124958697273169,0.00569449966190224,0.0162328405390751,0.0019070970251718,0.0389928890362549,0.00231081187784146,0,0.042512668775295
"RP11-867G23.3",0.00356079175450109,0.00176181900723558,0.00401454505580653,0.00269440740292139,0.00515440261775761,0.0063138870435809,0.00319354317849535,0.0034597946496558,0.00121350669818446,0.00937716304927308,0.00063117992206569,0.0163533367348274,0
"RP11-867G23.8",0.00652331858401254,0.0106638181266383,0.058878208205432,0.0405948890389912,0.0231799814055649,0.0627050268724949,0.00955109377085246,0.0526278229925942,0.0301433371792291,0.0487834782008479,0.0449643231265725,0.0229473587590068,0
"CTD-3074O7.5",0.0137036125917538,0.0152264272493833,0.0332677238209682,0.00321014684560506,0.0173592822234672,0.0116157320265424,0.0214162055230369,0.030013203594473,0.00145517281923436,0.0238720171589669,0.00186871283246971,0,0.0276127913494647
"RP11-658F2.8",0.0512555019505014,0.0494016753971717,0.0428707694671849,0.080656585789411,0.0865524012483626,0.0475893487052711,0.026445392996073,0.0284141601245356,0.0927590947127201,0.0644186720158942,0.0488135984013384,0.143185145013585,0
"C11orf72",0.000288067268546736,0.000439678331332797,0,0,0,0.00155196843916982,0,0,0,0,0,0,0
"RP11-119D9.1",0.0312337729282352,0.0505340244672799,0.0839561091378523,0.08595620263805,0.0269471202891843,0.0592417750693148,0.0153029802621989,0.0310346899132321,0.0839316174917059,0.475328049238355,0.0620368607476364,0.120052281016783,0.022156638572049
"RP5-901A4.1",0.00394752048440941,0.0027804310543284,0.00385950354368844,0.00326041120988929,0.00577864942851568,0.000867624669110302,0,0.0031717052910558,0.00208571280106135,0.0152862251754238,0.0109828704894165,0,0
"RP11-802E16.3",0.00194188462565062,0.00370300877846411,0.00177601603184631,0.00287940264954402,0.0940275222199469,0.00114901401957966,0.0415919481095218,0.0286059181808468,0.00455612137798124,0.00503872409176544,0,0,0.131170892788168
"CTD-2655K5.1",0.00259044299588758,0.00279945658646961,0.00367647616032343,0.00245606014565339,0.00242792264840258,0.00276646165233309,0,0,0.00102980599589715,0.0077571761014795,0.00689524400544724,0,0
"CTD-2007L18.5",0.0196693258855823,0.0198874726905332,0.0179902921031703,0.0109741063974636,0.0258845776200589,0.0334583326099655,0.0250717217428206,0.0307334539779312,0.00660684614557441,0.0432955986089227,0.00357653202137332,0.01791652333448,0
"RP11-554A11.8",0.00451850042777662,0.00197845435619932,0.0154879809904709,0.00926551984784439,0.00504975899617689,0.0174499735023358,0,0.00616982039304212,0.00716380024981005,0.00271729014436147,0.0104848315846149,0,0
"AP000439.1",0.000155228711499865,0,0.000799322941495635,0,0.0772143594250059,0,0,0,0,0,0,0,0
"AP000487.6",0.193229312830939,0.186147152425239,0.585706253287125,0.156315919390901,0.457200800660119,0.257577326657893,0.223794821097336,0.228337427607308,0.10794564179865,0.357991062787767,0.088592169028825,0.344854042025538,0.383243729213995
"AP000487.5",0.159807249870782,0.152581276583478,0.203445153630149,0.220695592045484,0.0430394612646106,0.221183981613611,0.0485643476682626,0.0592125980920336,0.248667880789423,0.194891172332386,0.158856319830772,0.107495514751397,0.255201209596296
"RP11-660L16.2",0.118657548127188,0.0818134617908618,0.0364018137208089,0.0350467833279733,0.00881516210603469,0.079976794292215,0.0327217104270315,0.0259765139410864,0.0659776444547586,0.060348594463953,0.0407932508004118,0.0840276872500351,0.175713433629923
"RP11-167J8.3",0.00923242118174425,0.00953998918305623,0.0299310960198505,0.0209210034664032,0.00119188147549206,0.00759219846192391,0.00194848820696998,0,0.0261653634720352,0.0419828639008531,0.0194239278942598,0,0
"RP11-849H4.4",0.00802772875329773,0.00443944064458952,0.00701194852252054,0.0045961300864209,0.0144611655479674,0.0117774504267294,0.0126882463675531,0.0101725072111562,0.00265686238769376,0.0274286314312534,0.00249967123582862,0.0507261458496542,0
"RP11-807H22.7",0.00378059168112105,0.00505800121191608,0.00666553353983844,0.00630420181022573,0.0507408449273735,0.00213879552992508,0.00292608651270619,0.00778693298551051,0.00154187287289,0.0128901889817999,0,0,0
"RP11-45F15.2",0.013436745549136,0.0105924616181452,0.0206225854946621,0.00633424954880755,0.0379354764329787,0.00911239230365281,0.00810672470030978,0.0145026481096485,0.00473835218250233,0.0191377078369184,0.00412826138206561,0,0.0321940830778655
"RP11-809N8.4",0.0309200534297147,0.00990194535985007,0.0312423423460402,0.010886737299526,0.12802882550775,0.017729608176099,0.0276862412290279,0,0.00413428058256229,0.00517137261944378,0.00242391273698472,0.0138965319814787,0
"RP11-167N4.2",0.00193017620479066,0.0022853463860354,0.000843300708497651,0.00137458596063101,0.00312887453686837,0,0,0,0.000872735790628589,0.0599109047268388,0.000596327813325541,0,0.042512668775295
"RP11-702H23.4",0.0076389777961369,0.00976686385695227,0.00835188233240858,0.0207291217320073,0.0466754968192253,0.00655312424915152,0.000745406321731382,0.0112822169553141,0.0207342870854169,0.0377207040317283,0.0133785304014013,0.0212856534695615,0
"CTD-2562J17.4",0.00180192091000795,0.000443386092441206,0.000904073787988808,0.113027509296036,0.00406698038438218,0.013329849449166,0.00205857706790901,0,0.171255044258991,0,0.139736358642125,0.042630107086829,0
"CTD-2530H12.4",0.00221111504403036,0.0029601673768202,0.00424933539686553,0.0110842810847345,0.00316476616938778,0.00262215996483679,0.00421867575719311,0.00693781197702188,0.00229084622299568,0.00192455587024182,0.00444112302592106,0,0
"RP11-535A19.2",0.00489994614407468,0.00952730203300279,0.00861647475724765,0.00917226400764147,0.00252494780805215,0.00722084031354086,0.00404603801242693,0.00530695488230203,0.00151921518558885,0.0343690122908589,0.00379992147934429,0,0
"RP11-111M22.3",0.0988979556925847,0.090287210947958,0.0873568860366359,0.0347342998747491,0.0317396286043726,0.0552368082364453,0.0160239442015738,0.0178118643630402,0.0151822213343124,0.10319515316083,0.024324344042007,0,0.198492979332216
"CTD-2547H18.1",0.0344736834896676,0.0277304686398565,0.00707775561016041,0.00973279569112032,0.0416239601490866,0.0271808802380928,0.0168424693594254,0.0169512586834327,0.0094883137749226,0.00381814335906507,0.00805740395735739,0,0
"RP11-91P24.7",0.245207073518473,0.256940166247086,0.262022254704404,0.141348903412386,0.182227146512942,0.157392655374641,0.10057858601439,0.110646670532246,0.0528671968117907,0.195694902627365,0.152222925746094,0.267895703649647,0.642933650851324
"KCTD21-AS1",0.048285137708965,0.0595349874418424,0.14044758994336,0.0656112685806754,0.0337499399879463,0.0279463280475788,0.0158483760746677,0.0230882268424111,0.0422073726558937,0.0552479140094772,0.0340609740488997,0.044991541590181,0.0822446178133831
"RP11-452H21.1",0.47639573300841,0.43160088534802,0.220122449153292,0.127553016992516,1.32311911120388,0.290894237465249,0.0581938691094001,0.179254002041707,0.0709781975768563,0.158503734567366,0.0657099470897513,0.040874577770797,0.25073260593018
"RP11-452H21.4",0.00518910475594607,0.00282073099040867,0.00266749094703833,0.0108241202515171,0.0111041509540923,0.00503784387528812,0,0.0027376087699517,0.00500032722538734,0,0.00459806991224518,0.025133711344352,0
"RP11-843A23.1",0.0125452356409424,0.015412308666,0.0210988700202019,0.0155156946219769,0.0499109043164157,0.0211200680067821,0.0163487170339011,0.0115602831287783,0.0103568885935691,0.0252201452620775,0.00170000887079274,0,0.0994690414118706
"RP11-802F5.1",0.0183757158661938,0.0209283941369711,0.00820663784237658,0.0126048279148851,0.00264807472428945,0.0142453010653449,0.00351595084748131,0.00901224929276626,0.014018110378007,0.00839639737258962,0.00357865196960883,0,0.0276127913494647
"RP11-258O13.1",0.002665294380705,0.0153273812965358,0.0417163984748087,0.0751396102163635,0,0.035229385639052,0,0.000858813912716681,0,0.0116595694112808,0.0475048515776412,0,0
"CTD-2555I5.1",0.000104351895629404,0.00950428915662268,0.0156420336690868,0.0347129157888781,0,0.0113295279862869,0,0,0,0.00933738886434635,0.00921166877526433,0,0
"RP11-686G23.2",0.00383108233910726,0.0270912393720144,0.0457434338542646,0.0854638694279615,0,0.0435557291920421,0.00193993621866241,0,0,0.0265302609357595,0.0516291236648135,0,0
"MIR4300HG",0.201269899120253,0.430864976544895,5.14558247328434,0.17014204297764,0.335748261855042,0.66325414722741,0.0462710927426422,0.0402523364540471,0.0651660888424906,4.89173491833367,0.150687677463302,0.0430463006009264,0.0365581255917846
"RP11-876F14.1",0.000161476979551137,0.0002817516500081,0.00492218996203527,0.000388641877390256,0.00157718549723066,0.000878975260613629,0,0,0,0,0,0,0
"RAB30-AS1",1.5758525153106,1.24553183520904,0.951072049987215,0.470519858091019,0.57533806425686,0.568875274169106,0.667437295228095,0.812597705724321,0.397309711590396,0.994493356382926,0.38229617988041,1.02620320977261,1.31082746722977
"RP11-113K21.4",0.0619436312788889,0.0557595093125021,0.039231024475917,0.0193295950790686,0.0351939817030606,0.0230551115285635,0.0410927971215975,0.0457421702196922,0.0150237254585985,0.0758443985444637,0.0075144593544256,0,0.159863867203672
"PCF11-AS1",0.0897937798423585,0.069683869340392,0.0668912314333564,0.0969593517494535,0.0426787771280099,0.0426052412020837,0.0335754890705392,0.0415385319664881,0.0593061574995943,0.0557067035570009,0.0673772854382702,0.109471898888052,0.025800792084317
"RP11-727A23.10",0.202040189332568,0.254891462452142,0.31389070004733,0.21541622287803,0.0913080129115135,0.130750162396115,0.120437326080451,0.108715972260381,0.184021157108167,0.404764549348697,0.252403060801626,0.100609996295942,0
"RP11-160H12.2",0.43345535957377,0.370048027523563,0.0609802720707233,0.121853449597253,0.0056009729439842,0.0754772689712078,0.0186257053175569,0.0105039718154951,0.142306407767398,0.00783670580575115,0.0230238885921113,0.0323258384758301,0.0823372136968413
"CTD-2537O9.1",0.0334724464395281,0.0444492803716497,0.0826725187026746,0.291671438801868,0.0193219572310719,0.409179789665758,0.0315528133113836,0.0277353230111884,0.142825035975845,0.0293652645239561,0.0693278049765372,0.194224834681574,0.0313024315728846
"AP000857.3",0.00544320615059951,0.0058810305817411,0.00680977073643914,0.0227763104894254,0.00478667510844606,0.02935828372387,0.0058703509741508,0.0107662947625867,0.0109750404491352,0.00535804662317668,0.00546276894344778,0.0407001337165156,0
"RP11-90K17.2",0.00123756584126117,0.000755445391641901,0.00066322712994071,0.00192198557302384,0.00532130857975677,0.00175789010849897,0.00874741516370407,0.00217852820812787,0.00169108073183417,0,0,0,0
"RP11-317J19.1",0.0432908663980742,0.0874112013435478,0.358379919372981,0.182460197084657,0.102728990187901,0.263554740935664,0.172783414792355,0.0889609295490778,0.164026050254638,2.9004388269806,0.127209951387657,0.132718021704337,0.0510362919071752
"CTD-2005H7.1",0.000626079767627948,0.00788510004332782,0.116848912527966,0.0408819066770414,0.00541948388254893,0.150212927547644,0.061585355160368,0.0209741028194387,0.046530948570058,0.158253888008139,0.0331300178518007,0.0529100529100529,0
