"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PTOV1-AS1",0.118294267205423,0.430201124328276,0.117,0.069,1
"RP11-299J3.8",0.122151978852099,-0.510211615070471,0.14,0.195,1
"LINC00843",0.12261831733136,-0.26384619480298,0.17,0.23,1
"RORA-AS1",0.125242347275114,0.512669987477547,0.449,0.374,1
"RP11-297D21.4",0.125427135526012,-0.547471058791991,0.211,0.264,1
"LINC00665",0.126065491334874,0.747776019369245,0.162,0.109,1
"SNHG7",0.126440751049454,0.546830614847622,0.128,0.08,1
"RP11-298I3.4",0.127120512963273,-0.599353187095526,0.102,0.149,1
"AC012363.4",0.128634571050547,0.522501558565189,0.121,0.075,1
"RP11-436D23.1",0.128732836525223,0.659900267101122,0.279,0.218,1
"RP11-106M3.3",0.131815309234223,0.661201500957281,0.106,0.063,1
"RP1-261D10.2",0.134844318796641,-0.349795228206668,0.087,0.132,1
"CTD-2005H7.1",0.141244193849359,-0.600829650788636,0.064,0.103,1
"RP11-686D16.1",0.141667496257887,0.734228569594495,0.151,0.103,1
"LMCD1-AS1",0.142143875574832,-0.283085312508298,0.694,0.759,1
"AC072062.1",0.145897404223267,0.785374465086388,0.109,0.069,1
"DNAJC3-AS1",0.150108085263468,0.250751563385928,0.121,0.075,1
"PCAT1",0.157196692428511,-0.26996128217442,0.63,0.695,1
"RP11-545I5.3",0.157353067778763,-0.332601650416747,0.392,0.437,1
"RP3-399L15.3",0.15747805317362,1.37621235225496,0.113,0.075,1
"RP11-1379J22.2",0.159817610947526,0.312746957948194,0.106,0.063,1
"SNHG19",0.16262911637758,0.591354781019633,0.109,0.069,1
"CTC-232P5.1",0.16672477977191,0.711135619404232,0.189,0.138,1
"RGS5",0.169349708217798,0.420155013800227,0.102,0.063,1
"LINC00476",0.171695183312784,0.431526180412167,0.332,0.282,1
"SRP14-AS1",0.17379986466547,0.351209107549739,0.253,0.19,1
"RP1-111C20.4",0.175693433308833,-0.3672546087564,0.294,0.339,1
"AC138035.2",0.176867215252195,-0.699195341645622,0.068,0.103,1
"CRTC3-AS1",0.182737687551961,-0.950630503627533,0.094,0.132,1
"RP11-128M1.1",0.185343617638792,0.252470442776954,0.242,0.184,1
"RP11-398K22.12",0.187402910379614,-0.394780326849069,0.098,0.138,1
"PSMG3-AS1",0.192715186506148,-0.649808834176278,0.079,0.115,1
"RP11-472M19.2",0.193617893738663,0.460827120563749,0.121,0.08,1
"RP11-134G8.7",0.194017232186152,0.530836704658182,0.113,0.075,1
"RP11-667K14.3",0.19467676852357,-0.379427617266501,0.143,0.19,1
"RP11-418I22.2",0.19468825364703,-0.381014431573759,0.174,0.218,1
"AP006621.5",0.196625035703249,-0.414621396816481,0.223,0.259,1
"UBR5-AS1",0.196663347638103,-0.733971838558127,0.106,0.144,1
"RP11-337C18.8",0.19739927744363,0.482522535901918,0.2,0.149,1
"BMS1P14",0.20044505042406,-0.282019146227764,0.155,0.201,1
"LINC01184",0.203211137313492,0.28999329890218,0.491,0.408,1
"LINC01252",0.204624043346136,0.665229556489645,0.125,0.086,1
"RP11-77K12.4",0.206155673700778,0.269261940788424,0.211,0.155,1
"RP11-144F15.1",0.206614833302306,0.315992672573173,0.306,0.247,1
"RP11-10K17.6",0.210726644685722,0.676318119854511,0.147,0.103,1
"AC010976.2",0.213403656025088,-0.838444359674061,0.072,0.103,1
"LINC00342",0.215759899738318,0.313507380483887,0.106,0.069,1
"GLIDR",0.217229914262858,-0.506170611079202,0.211,0.253,1
"RP11-131L23.1",0.228138169391212,0.318449622528717,0.2,0.149,1
"CTA-243E7.1",0.23159261627584,-0.740197668048737,0.117,0.149,1
"AC005592.2",0.232337927039789,-1.04334531756822,0.098,0.132,1
"AQP4-AS1",0.234097684707021,-0.253368934615466,0.415,0.454,1
"ZNF213-AS1",0.23527043740511,-0.433871392783369,0.113,0.149,1
"CTD-2026D20.2",0.239240016653208,0.38288543588674,0.117,0.08,1
"RP11-196E1.3",0.24402523601286,0.258099494593205,0.196,0.144,1
"RP11-627D16.1",0.247208216552855,0.92926464909927,0.192,0.155,1
"RP11-426C22.5",0.248849595248357,-0.853880018025619,0.079,0.109,1
"RP11-267M23.4",0.252920705380604,0.315153421182276,0.117,0.08,1
"PSMB1",0.253347662931587,0.550366389605618,0.166,0.126,1
"LINC00630",0.254471082598925,-0.454399581107195,0.306,0.339,1
"AC018890.6",0.257014404384109,0.450101277110463,0.309,0.259,1
"RP11-174G6.1",0.267982437890304,0.559239773161444,0.121,0.086,1
"KCNMB2-AS1",0.270356810840556,0.260971723329395,0.343,0.299,1
"RP11-525K10.3",0.272071594074159,-0.550155042230416,0.132,0.167,1
"CAHM",0.274680944088161,0.576636903262755,0.106,0.075,1
"AC004878.2",0.275373289143811,-0.569720441216152,0.087,0.115,1
"CTD-2319I12.2",0.279002045692137,-0.617225272991788,0.075,0.103,1
"AC009495.4",0.284602846509248,-0.713697002651081,0.128,0.161,1
"DNAJC9-AS1",0.284666201812529,-0.635025163584052,0.087,0.115,1
"CTD-2315E11.1",0.2964034358229,-0.667103750216315,0.098,0.126,1
"CTD-2631K10.1",0.296888553375062,0.677159457744424,0.125,0.092,1
"UFL1-AS1",0.299512234959795,-0.731466339116675,0.125,0.155,1
"RP11-72M17.1",0.306675749353481,-0.364675200409541,0.143,0.178,1
"AC097721.2",0.315686001919529,0.439228412113966,0.162,0.126,1
"CTD-2337A12.1",0.318176883446811,0.49467623376193,0.136,0.103,1
"AC026188.1",0.318887105350129,0.572032812965065,0.196,0.155,1
"INTS6-AS1",0.323353283140928,0.369506645503213,0.317,0.27,1
"CTD-2260A17.2",0.326747093755931,0.451643471498323,0.136,0.103,1
"RP11-541G9.1",0.327550850679283,0.61340072502091,0.102,0.075,1
"RP11-112J3.16",0.330241303719088,-0.302530059456858,0.166,0.195,1
"CKMT2-AS1",0.330903314353963,-0.49268066547928,0.34,0.351,1
"RP11-620J15.3",0.332871599417057,0.254741388491799,0.325,0.276,1
"U91319.1",0.340429271289605,0.515628798881484,0.121,0.092,1
"RP11-983P16.4",0.343278219958184,-0.793248105386904,0.174,0.195,1
"CTD-2113L7.1",0.345263389413059,0.284395195746087,0.242,0.201,1
"AC004540.5",0.349118678555105,-0.396847166965779,0.249,0.276,1
"RP11-378J18.9",0.349215675380378,-0.530161905774748,0.117,0.144,1
"FLG-AS1",0.352707143540619,-0.369980086141986,0.177,0.213,1
"CTD-2126E3.3",0.35271626395661,-0.31038403853902,0.223,0.253,1
"CTD-3138B18.5",0.355633689166903,0.350062349824573,0.125,0.098,1
"AC007796.1",0.358689968029043,0.309610167107248,0.158,0.126,1
"MRVI1-AS1",0.367217607227553,0.330909618779538,0.283,0.247,1
"FAM66A",0.375831284817539,-0.782134385801481,0.098,0.121,1
"RP11-213G2.2",0.377083615388336,0.47522808931476,0.125,0.098,1
"WEE2-AS1",0.388828083595641,-0.516544157230966,0.132,0.155,1
"RP11-439K3.1",0.397446222975514,0.273256555328116,0.106,0.08,1
"AC079135.1",0.398979092426446,-0.569903497201143,0.17,0.195,1
"RP11-315O6.1",0.401461822822372,-0.42662495408252,0.091,0.115,1
"AC019330.1",0.414783383497576,0.509701389951483,0.34,0.397,1
"CPEB1-AS1",0.419830114412792,0.409896883510829,0.226,0.195,1
"GCC2-AS1",0.425510681937788,-0.527927146776755,0.174,0.195,1
"H1FX-AS1",0.43226429622186,-0.51847235051438,0.094,0.115,1
"TMEM9B-AS1",0.446269232899459,-0.284959507467808,0.336,0.345,1
"RP11-259K15.2",0.455817830987113,0.441511786525081,0.102,0.08,1
"RP11-386G11.10",0.460074863854097,-0.264854363521497,0.083,0.103,1
"CTD-2619J13.3",0.461133982528095,-0.475583482164629,0.196,0.213,1
"RP5-858L17.1",0.463406181392174,-0.481216112427611,0.109,0.126,1
"RP11-631N16.2",0.467038282636482,0.56200477783223,0.121,0.098,1
"DNAJC27-AS1",0.468227037277504,-0.30529080633353,0.211,0.241,1
"SNHG25",0.477917467394112,-0.424714704471619,0.098,0.115,1
"DHRS4-AS1",0.48374106514338,0.440083475187266,0.132,0.109,1
"SNHG22",0.49806036621491,-0.629474222287863,0.162,0.178,1
"RP11-371F15.3",0.498189496790077,-0.31042137838975,0.185,0.149,1
"RP11-649A16.1",0.501758183355241,0.933036671561738,0.219,0.201,1
"AC012358.8",0.524163228780222,-0.288847845019857,0.132,0.109,1
"RAMP2-AS1",0.524452777894387,-0.284822458969868,0.109,0.126,1
"RP11-130F10.1",0.531880072012154,0.292693970307888,0.26,0.23,1
"RP11-96H19.1",0.53603944084732,0.323333297985007,0.415,0.385,1
"LINC01091",0.556324083226571,0.288556405783185,0.155,0.132,1
"RP11-193M21.1",0.560255057921904,0.485132211099174,0.102,0.086,1
"RP11-142A5.1",0.565339054540288,0.445367950796227,0.109,0.092,1
"CTD-2282P23.2",0.571560204294526,-0.402339888834104,0.14,0.155,1
"RP5-968J1.1",0.573522416125867,-0.60814026091516,0.091,0.103,1
"TMLHE-AS1",0.587283750743329,-0.38442396161379,0.106,0.086,1
"RP11-367N14.2",0.591383269652772,0.345562253481732,0.128,0.109,1
"MIATNB",0.593184664954102,-0.495710870048139,0.14,0.149,1
"RP11-580I16.2",0.594618050110163,-0.256139139069767,0.283,0.293,1
"AC093388.3",0.602934977215472,0.375313947234127,0.113,0.098,1
"WAC-AS1",0.606780722130861,0.325180880800284,0.151,0.132,1
"RP11-9G1.3",0.614028105619013,0.353088005301043,0.196,0.178,1
"LINC01114",0.617911908414642,-0.291193382392222,0.121,0.132,1
"KMT2E-AS1",0.621419015007764,-0.35587512878174,0.098,0.109,1
"RP11-109A6.5",0.62357632105675,-0.431011555775043,0.121,0.132,1
"FLJ37453",0.656141579962114,0.263719262647796,0.117,0.103,1
"TCEB3-AS1",0.657922515361028,-0.410572588114735,0.151,0.161,1
"RAP2C-AS1",0.676914619482538,-0.616701585104873,0.106,0.115,1
"RP3-436N22.3",0.679142179610487,-0.595766697361583,0.128,0.138,1
"MGC32805",0.682744231370012,0.279795486351029,0.109,0.098,1
"SBF2-AS1",0.692561115701943,-0.50509403390561,0.117,0.098,1
"RP11-734K2.4",0.70846048252411,-0.289065261003869,0.166,0.144,1
"NEAT1",0.708833680297216,0.33575357536207,0.947,0.931,1
"CTA-292E10.6",0.715397609572171,-0.375351110030124,0.215,0.218,1
"CTB-161M19.4",0.716875074944235,0.309204293301603,0.166,0.149,1
"AC074117.10",0.723629144273872,-0.309794603098662,0.125,0.132,1
"RP11-466I1.1",0.732598605583853,-0.580981891567757,0.125,0.132,1
"RP11-815J21.4",0.744673985814869,-0.495318901748728,0.109,0.115,1
"LINC01122",0.756386456712688,0.534774193546123,0.109,0.121,1
"FLJ21408",0.766224055331818,-0.269827182587232,0.102,0.109,1
"RAET1E-AS1",0.769396321705005,0.271638504937869,0.113,0.103,1
"RP11-69I8.3",0.773476902833292,0.290578656491386,0.106,0.098,1
"ZEB1-AS1",0.812888276462381,0.256741579141752,0.128,0.121,1
"LIPE-AS1",0.815213627830138,0.270885295813712,0.302,0.299,1
"TTTY15",0.818414225772025,-0.319960475599542,0.151,0.132,1
"RP11-511B23.2",0.820593902196791,0.38419693093592,0.283,0.276,1
"CTD-2215E18.1",0.833010785766286,0.281702431942123,0.257,0.27,1
"AC073283.4",0.833854992332327,-0.352340726128206,0.147,0.149,1
"LINC01266",0.846239358641359,-0.529570052555238,0.117,0.121,1
"LINC01358",0.855374080965696,0.261694627984474,0.102,0.098,1
"RP11-525A16.4",0.875343349289763,-0.502217026557671,0.109,0.109,1
"RP11-711K1.8",0.882020208613882,-0.366799411497024,0.158,0.149,1
"ERVMER61-1",0.886967810213905,-0.288142587981402,0.177,0.172,1
"RP11-141O11.2",0.887424634392845,-0.49239157602054,0.166,0.155,1
"SEC24B-AS1",0.931797463660246,-0.612148178940837,0.128,0.126,1
"CTD-3131K8.2",0.944560224438108,-0.276375119146507,0.128,0.121,1
"AC018717.1",0.975778328151491,0.732669115274613,0.411,0.443,1
"RP11-654A16.3",0.977553965650243,-0.603855370292146,0.113,0.109,1
