"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PARD6G-AS1",1.78212554526539e-09,0.968494266676327,0.107,0.062,4.76486907037607e-05
"LINC01563",1.80005662575152e-09,-0.816344545487576,0.058,0.101,4.81281140027184e-05
"RP11-756H20.1",2.10135839567763e-09,0.665479400084228,0.124,0.075,5.61840194252328e-05
"KIF9-AS1",2.83398380566503e-09,-0.384390482436523,0.29,0.364,7.57722250120659e-05
"SEPT7-AS1",4.12032596786145e-09,-0.748920952004562,0.077,0.124,0.000110165155402712
"LMF1-AS1",5.6361894852742e-09,0.80241167722974,0.109,0.065,0.000150694798267776
"ZNF790-AS1",5.79859342616237e-09,-0.498680154015781,0.101,0.152,0.000155036992435303
"MIATNB",7.07630537616582e-09,-0.568907710466408,0.114,0.167,0.000189199176842545
"RP11-69I8.3",8.21614986414621e-09,-0.845330593806698,0.072,0.117,0.000219675198917677
"POT1-AS1",8.38948776141811e-09,-0.323210155541286,0.369,0.438,0.000224309734277036
"LINC00476",9.28349576830384e-09,-0.417247078701086,0.288,0.355,0.00024821282635714
"MIR646HG",1.03397563486165e-08,0.56504485334333,0.188,0.132,0.000276454065492961
"RP11-572M11.4",1.05248883971852e-08,-0.450171342109091,0.13,0.187,0.000281403941075542
"RP11-554F20.1",1.23716772508063e-08,-0.399812042636718,0.21,0.276,0.000330781534654807
"RP5-894A10.2",1.5925667299562e-08,0.54066579621589,0.28,0.221,0.00042580456658839
"RP11-197K3.1",1.67502680330594e-08,0.61545370487644,0.16,0.109,0.00044785191639991
"FLG-AS1",1.69804555182719e-08,-0.853174914738633,0.082,0.127,0.000454006439192037
"RP11-387H17.4",1.79963346657633e-08,0.739941085597702,0.133,0.086,0.000481167999958514
"RP1-122P22.2",1.9518253848375e-08,-0.348033051703236,0.284,0.352,0.000521859553144003
"SEC24B-AS1",2.25996342409735e-08,-0.795522675530183,0.062,0.103,0.00060424642070091
"RP1-167A14.2",2.26955098196661e-08,-0.659067414730728,0.075,0.119,0.000606809846048412
"RP11-527F13.1",2.9225062423122e-08,0.850804531781667,0.104,0.062,0.000781390494007012
"RP11-98I9.4",2.95308738920255e-08,-0.659567633859674,0.075,0.119,0.000789566975251087
"RP11-96H19.1",3.24050997102721e-08,-0.524032267919884,0.115,0.167,0.000866415150953545
"LINC00240",4.13559984605381e-08,-0.540363142867893,0.155,0.209,0.00110573533083941
"OTUD6B-AS1",4.29015954310489e-08,0.506020752509918,0.231,0.175,0.00114705995703995
"RP11-154D17.1",4.32697497916472e-08,-0.734549700816836,0.08,0.124,0.00115690330017927
"RP11-849I19.1",4.76451523872161e-08,-0.585172407665623,0.165,0.218,0.001273888439377
"LINC01285",4.83574738586966e-08,-0.499734107403223,0.133,0.187,0.00129293377855997
"RP11-294J22.6",5.46441747368661e-08,0.744947836303904,0.114,0.072,0.00146102129993959
"CRNDE",5.73715169810411e-08,0.372329171772471,0.227,0.166,0.0015339422495221
"RP11-679C8.2",8.20698358446769e-08,-0.517243607513738,0.198,0.257,0.00219430120097913
"TTN-AS1",9.64749863860914e-08,-0.367635677415211,0.352,0.418,0.00257945171100492
"RP11-239H6.2",1.34219061664693e-07,-0.964258659363761,0.067,0.105,0.00358861505172888
"CTC-444N24.11",1.39174862100166e-07,0.261446615906206,0.517,0.452,0.00372111828797213
"LINC00511",1.40469455237616e-07,0.635399768948225,0.322,0.27,0.00375573182468813
"RP11-138I17.1",1.91134243537181e-07,-0.490033612268325,0.164,0.218,0.00511035626945361
"RP11-16D22.2",1.9699623394297e-07,0.527492183472193,0.412,0.357,0.00526708830693318
"ZBED5-AS1",2.22582665964548e-07,-0.596327823363989,0.101,0.147,0.00595119273989413
"RP13-188A5.1",2.27784579574731e-07,-0.373822483254867,0.192,0.248,0.00609027630408959
